"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022618","protein-RNA complex assembly","53/2806","231/18860",0.229437229437229,1.54211908310269,3.465911331879,0.000698719619965538,0.0296687100169982,0.0267812518304053,"ADAR/AGO1/AGO2/ATM/BOP1/COIL/DDX39B/DDX42/DHX9/DICER1/DKC1/EIF2S3/EIF3B/EIF3K/EIF4H/FASTKD2/GEMIN2/GEMIN4/HTATSF1/LSM2/LUC7L/MTG1/NAF1/PRKDC/PRPF6/PRPF8/PTBP2/PTGES3/PWP2/RBMX2/RCC1L/RPL13A/RPL5/RPS15/RPSA2/RUVBL1/SART1/SETX/SF1/SF3A2/SNRPD2/SRPK1/SRPK2/SRSF10/SRSF5/SRSF6/STRAP/TAF12-DT/TSSC4/U2AF2/USP39/YTHDC1/ZRSR2",53
"GO:0034063","stress granule assembly","14/2806","38/18860",0.368421052631579,2.4762726488352,3.80835146422591,0.000712443450216692,0.0300413654841372,0.0271176392198707,"ATXN2/ATXN2L/CAPRIN1/CIRBP/DAZAP2/DDX3X/DYNC1H1/EIF2S1/FMR1/HSF1/MAPT/QKI/USP10/YTHDF2",14
"GO:1903312","negative regulation of mRNA metabolic process","30/2806","112/18860",0.267857142857143,1.80035128805621,3.55159733476413,0.000751977069098386,0.0314533215262725,0.0283921789729043,"ACIN1/BAG4/CIRBP/DHX34/DHX9/DYRK1A/E2F1/EIF4ENIF1/FUS/HNRNPAB/HNRNPU/JAK2/NBAS/NICOL1/NPM1/PABPC1/PTBP1/QKI/RBM42/RBMX/SAP18/SRSF10/SRSF4/SRSF6/SYNCRIP/TENT4A/TENT5C/U2AF2/YBX1/ZC3H14",30
"GO:0048024","regulation of mRNA splicing, via spliceosome","31/2806","117/18860",0.264957264957265,1.78086030545047,3.54207912809713,0.000756288692825394,0.0314533215262725,0.0283921789729043,"ACIN1/CIRBP/DAZAP1/DYRK1A/FMR1/HNRNPA1/HNRNPL/HNRNPU/KHDRBS1/KHDRBS3/LARP7/NCL/NPM1/PTBP1/QKI/RBFOX1/RBM14/RBM42/RBMX/SAP18/SNRNP70/SRPK1/SRPK2/SRSF10/SRSF4/SRSF5/SRSF6/TRA2A/U2AF2/UPF1/YTHDC1",31
"GO:0032886","regulation of microtubule-based process","61/2806","276/18860",0.221014492753623,1.48550724637681,3.39697376823082,0.000807565690436643,0.0333574072947707,0.0301109527397322,"APC/APC2/BBOF1/CAMSAP1/CAMSAP3/CCNF/CCSAP/CDK2AP2/CDK5R1/CEP120/CEP295/CFAP206/CHMP2B/CHMP5/CHMP7/CKAP2/CLIP3/DCTN1/DIXDC1/DNAAF1/DYNC1H1/DYRK1A/FBXW5/FKBP4/FNTB/FSD1/GBA2/GEN1/GNAI1/GPSM2/HDGFL3/HNRNPU/MAP6/MAPRE2/MAPRE3/MAPT/MDM1/MECP2/NAT10/NPM1/NUBP1/NUMA1/NUP62/ODAD2/PAFAH1B1/PARP3/PDCD6IP/PLK4/RAC1/RAE1/RBM14/RCC1/RHOA/RNF4/SKA1/SPAST/SPECC1L/SPICE1/TAOK1/TRAF3IP1/TRIM37",61
"GO:0019827","stem cell population maintenance","46/2806","195/18860",0.235897435897436,1.58554014291719,3.43614527785209,0.000820537271512743,0.0336642048150363,0.0303878916981995,"ACTB/ARID4A/ASCL2/BCL7A/BICRA/BMP7/BMPR1A/BRAF/CDC73/CDKN2A/CTR9/DPF2/EIF4ENIF1/FOXO3/GATA2/HMGA2/HOOK3/ING1/ING2/KDM3A/KDM4C/KIT/KLF4/LBH/LIF/LIG4/MED15/MED28/NFIB/NOTCH1/RBBP7/RTF1/SAP30/SETD6/SKI/SMARCA4/SMARCB1/SMARCC1/SMC5/SRRT/SS18/SUDS3/TAF5L/TEAD4/TRIM8/WDR43",46
"GO:0045165","cell fate commitment","66/2806","304/18860",0.217105263157895,1.45923209663503,3.37472491873507,0.000835663436566411,0.0340546871599412,0.0307403709940042,"APC/APC2/BMP2/BMPR1A/BRAF/BRD2/BRD4/CDC42/CDC73/CDON/CHD3/CTR9/CTSL/DLX2/EHMT2/FEZF2/FOXA1/GATA2/GATAD2A/GLI3/HEY2/HOXD10/ID2/IL23A/JAG2/JAK3/KLF4/LOXL3/MBD3/MCL1/MEF2C/MESP1/MGA/NEUROD1/NFIB/NKX6-2/NOTCH1/NR2F2/OPA1/PAX6/PML/PPARG/PRDM11/PRKDC/PTCH1/PTCH2/PTF1A/RAB10/RBBP7/RHOA/RTF1/RUNX2/SMAD2/SMAD4/SMAD5/SOX1/SOX13/SUFU/TCF3/TEAD4/TM2D3/WNT16/WNT3/WNT4/ZDHHC16/ZNF521",66
"GO:0048593","camera-type eye morphogenesis","36/2806","143/18860",0.251748251748252,1.69207841338989,3.47309558724755,0.000841867704460695,0.0340788046765689,0.0307621413131708,"ABI2/AHI1/ALDH1A3/BCAR3/BMP7/CALB1/CDON/DIO3/EPHB2/FAT1/FJX1/FRS2/GLI3/IFT122/LHX1/MEIS1/NF1/NOTCH1/NTRK2/PAX6/PTF1A/RDH13/SAMD11/SHROOM2/SKI/SOX1/SOX11/SP3/TBC1D20/TDRD7/TENM3/TFAP2A/TWIST1/WNT16/YY1/ZEB1",36
"GO:0006367","transcription initiation at RNA polymerase II promoter","45/2806","190/18860",0.236842105263158,1.59188955996549,3.42812662821804,0.000849878009506104,0.0341752269782852,0.0308491794736722,"ARID1B/ARMC5/CCNH/CTCFL/CUL3/EGR1/ELOB/ERCC2/ERCC6/GTF2A1/GTF2A1L/GTF2B/GTF2F1/GTF2F2/GTF2H5/HEY2/INTS11/INTS13/INTS3/INTS7/KAT7/MAZ/MED11/MED15/MED18/MED25/MED28/MED4/OGG1/PAXIP1/POLR2G/PPM1D/PRMT3/RBM14/RBX1/SAMD1/SIRT7/SMARCA4/SMARCB1/TAF4B/TAF6/TAF8/USP21/WDR5/ZNHIT1",45
"GO:0007389","pattern specification process","98/2806","486/18860",0.201646090534979,1.35532618228429,3.31783682137983,0.000859362948546993,0.0342896420249848,0.0309524592649774,"ACD/ACVR2A/AHI1/ALG5/APC/APC2/ATM/BARX1/BMP2/BMP7/BMPR1A/BMPR2/C2CD3/C3/CDON/CFAP52/CHSY1/CIMAP3/CRAMP1/CRKL/DAW1/DLX2/DNAAF1/DNAAF3/DNAH5/DNAI1/DVL2/EED/FBXL15/FEZF2/FOXA1/FOXC1/FRS2/FST/FUZ/GALNT11/GLI3/GPR161/GRHL3/HES2/HEY2/HHIP/HOXA5/HOXA7/HOXB9/HOXD10/HOXD8/IFT122/IRX4/LAMA5/LEFTY2/LHX1/LHX2/MDFI/MEF2C/MEIS1/MEIS2/MESP1/MIB1/MLLT3/MMP21/NCKAP1/NEK8/NEUROD1/NOMO1/NOMO3/NOTCH1/NR2F2/NRG3/ODAD2/ODAD4/PAX6/PCSK6/PKD2/PRKDC/PTCH1/RIPPLY2/RNF111/SKI/SMAD2/SMAD4/SMAD5/SMAD6/SMARCD3/SOX1/SUFU/TBC1D32/TDRD5/TDRD7/TIGD5/TLL1/TRAF3IP1/TULP3/WNT3/XRCC2/YY1/ZBTB16/ZEB1",98
"GO:1901875","positive regulation of post-translational protein modification","34/2806","133/18860",0.255639097744361,1.71823000123259,3.47509588075489,0.000865921422231241,0.0342896420249848,0.0309524592649774,"CDC14B/CDKN2A/CHFR/CUL3/DCUN1D2/DCUN1D4/DDX3X/DNAJA3/EGR1/FZR1/NGF/NHLRC1/NOD2/NPM1/PAXIP1/PHF23/PIAS1/PIAS4/PINK1/PTTG1IP/RASSF1/RASSF5/RBX1/RIPK2/RNF111/SAE1/SENP2/SPRTN/SPSB4/STUB1/TNIP1/UBA2/UBB/UBE3A",34
"GO:2000630","positive regulation of miRNA metabolic process","20/2806","65/18860",0.307692307692308,2.06809583858764,3.60626195810406,0.00087234800684464,0.0342896420249848,0.0309524592649774,"BMP2/BMPR1A/EGR1/FOXA1/FOXO3/GATA2/HRAS/KLF4/MRTFB/MYB/NR1H2/PAX6/POU2F1/PPARG/RELA/SMAD4/SMAD6/SMARCA4/SREBF2/TEAD1",20
"GO:0034502","protein localization to chromosome","32/2806","123/18860",0.260162601626016,1.74863387978142,3.48243916976562,0.000879851383282612,0.0342896420249848,0.0309524592649774,"ACD/APLF/ATM/BRD2/BUB3/CDK1/CENPA/CHMP7/CTCFL/ERCC6/H2AC8/H2AX/H2BC11/H4C14/HASPIN/HTATSF1/JARID2/KNL1/MMS22L/MRNIP/PARP2/PARP3/PIAS4/PML/PRKDC/RNF4/RPA1/SMC5/SPDL1/SPIN1/SPO11/TNKS2",32
"GO:0001738","morphogenesis of a polarized epithelium","18/2806","56/18860",0.321428571428571,2.16042154566745,3.63576839695218,0.000880959182460083,0.0342896420249848,0.0309524592649774,"ACTB/ACTG1/AHI1/ASTN2/BRSK1/CAMSAP3/CDC42/FAT1/FUZ/FZD3/GRHL3/LAMA5/MYO9A/PAFAH1B1/PTK7/RAB10/RHOA/TRAF3IP1",18
"GO:0061001","regulation of dendritic spine morphogenesis","15/2806","43/18860",0.348837209302326,2.34464353793366,3.69043651456219,0.00090220225255663,0.0346719751742016,0.0312975824721011,"ABI2/CAMK2B/CAPRIN1/CDK5R1/CFL1/CUX2/EPHB2/KIF1A/LRP8/MAPRE3/PAFAH1B1/SIPA1L1/SRCIN1/STAU2/TANC2",15
"GO:0090329","regulation of DNA-templated DNA replication","15/2806","43/18860",0.348837209302326,2.34464353793366,3.69043651456219,0.00090220225255663,0.0346719751742016,0.0312975824721011,"CAMSAP3/CDC7/CDT1/DYNLL1/E2F7/ENDOG/GMNN/KAT7/LIG3/MCM2/MCM3/MCM4/SENP2/TIMELESS/WRNIP1",15
"GO:0006488","dolichol-linked oligosaccharide biosynthetic process","10/2806","23/18860",0.434782608695652,2.92230933713471,3.85649576541277,0.000927624083170919,0.0352033339563364,0.0317772276386248,"ALG1/ALG11/ALG12/ALG2/ALG5/ALG6/DHDDS/DPAGT1/MPDU1/SRD5A3",10
"GO:0051151","negative regulation of smooth muscle cell differentiation","10/2806","23/18860",0.434782608695652,2.92230933713471,3.85649576541277,0.000927624083170919,0.0352033339563364,0.0317772276386248,"DNMT1/FOXO4/HEY2/MECP2/MED28/NFATC1/NFATC2/NFATC3/PDCD4/RCAN1",10
"GO:0032506","cytokinetic process","17/2806","52/18860",0.326923076923077,2.19735182849937,3.61462859384187,0.000979705236818524,0.0367208036911239,0.0331470121384929,"ANLN/ARF1/CEP55/CHMP2B/CHMP5/CHMP7/CNTROB/IQGAP2/LUZP1/NUP62/PDCD6IP/PLEC/RHOA/SPART/SPAST/SPIRE2/ZFYVE19",17
"GO:0045646","regulation of erythrocyte differentiation","17/2806","52/18860",0.326923076923077,2.19735182849937,3.61462859384187,0.000979705236818524,0.0367208036911239,0.0331470121384929,"ACVR1B/ACVR2A/BRD1/FAM210B/FOXO3/GATA2/GLUL/HOXA5/ID2/INHBA/KAT7/KLF13/P4HTM/PRKDC/SMAP1/STAT1/STAT5B",17
"GO:0021915","neural tube development","40/2806","165/18860",0.242424242424242,1.6294088425236,3.39487362061531,0.00099658227002021,0.0368728408140093,0.0332842524995747,"ARHGAP35/BMP7/BRD2/C2CD3/CBY1/CFL1/DACT1/DVL2/FOXA1/FUZ/FZD3/GLI3/GPR161/GRHL3/IFT122/ITPK1/LHX2/LUZP1/MIB1/MTHFD1/NCKAP1/NF1/NOTCH1/NUP50/OPA1/PAX6/PFN1/PKD2/PLOD3/PRKACB/PTCH1/PTK7/SKI/SPECC1L/SPINT2/SUFU/TBC1D32/TRAF3IP1/TULP3/TWIST1",40
"GO:0006891","intra-Golgi vesicle-mediated transport","13/2806","35/18860",0.371428571428571,2.49648711943794,3.70468295468282,0.00100367883387086,0.0368728408140093,0.0332842524995747,"COG1/COG2/COG6/COPB1/COPB2/COPG1/COPG2/NAPG/NSF/RAB33B/RAB6B/TRAPPC3/VTI1B",13
"GO:0006368","transcription elongation by RNA polymerase II","33/2806","129/18860",0.255813953488372,1.71940526115135,3.42767405397239,0.00101002493697326,0.0368728408140093,0.0332842524995747,"ARMC5/BRD4/CCNK/CCNT2/CDC73/CTR9/CUL3/ELOB/ERCC6/GTF2F1/GTF2F2/HNRNPU/INTS11/INTS13/INTS3/INTS7/IWS1/LARP7/MED11/MED15/MED18/MED25/MED28/MED4/NELFB/NELFCD/NELFE/RBX1/RTF1/SUPT5H/TCEA2/VHL/WDR43",33
"GO:0018205","peptidyl-lysine modification","33/2806","129/18860",0.255813953488372,1.71940526115135,3.42767405397239,0.00101002493697326,0.0368728408140093,0.0332842524995747,"ANTKMT/BAG6/CDKN2A/DIP2A/EEF1AKMT1/EGR1/EHMT1/EHMT2/ESCO1/HINT1/KAT7/LIPT2/LOXL3/NNAT/NSMCE2/PIAS1/PIAS4/PLOD3/PML/RANBP2/RELA/SAE1/SENP2/SENP3/SETD6/SIRT5/SMC5/SMC6/TRIM27/TRIM28/UBA2/UBE2I/UHRF2",33
"GO:0071826","protein-RNA complex organization","54/2806","240/18860",0.225,1.51229508196721,3.33923899595757,0.0010141245744301,0.0368728408140093,0.0332842524995747,"ADAR/AGO1/AGO2/ATM/BOP1/COIL/DDX39B/DDX42/DHX9/DICER1/DKC1/DNAJC17/EIF2S3/EIF3B/EIF3K/EIF4H/FASTKD2/GEMIN2/GEMIN4/HTATSF1/LSM2/LUC7L/MTG1/NAF1/PRKDC/PRPF6/PRPF8/PTBP2/PTGES3/PWP2/RBMX2/RCC1L/RPL13A/RPL5/RPS15/RPSA2/RUVBL1/SART1/SETX/SF1/SF3A2/SNRPD2/SRPK1/SRPK2/SRSF10/SRSF5/SRSF6/STRAP/TAF12-DT/TSSC4/U2AF2/USP39/YTHDC1/ZRSR2",54
"GO:0006997","nucleus organization","39/2806","160/18860",0.24375,1.63831967213115,3.38991611351901,0.00102475041006203,0.0370374076779563,0.0334328031653697,"ARMC2/BROX/CDK1/CDKN2A/CFAP44/CHMP2B/CHMP5/CHMP7/CTDNEP1/DCTN1/DDX11/EMD/EPC1/KDM3A/NDC1/NEK6/NOLC1/NUMA1/NUP107/NUP155/PAFAH1B1/PLEC/PML/PRKCA/RCC1/SEH1L/SMARCA5/SPAST/SRPK1/SRPK2/SUV39H1/SYNE1/TMEM170A/TMEM43/TMF1/TOR1B/TSSK6/UBE2I/USP36",39
"GO:0048732","gland development","92/2806","454/18860",0.202643171806167,1.36202787607424,3.26438793662383,0.00103563222113143,0.0372092239450299,0.0335878976981088,"AKT1/AKT2/ALDH1A3/ARHGAP35/ARHGAP5/ARMC5/ASH1L/ASXL1/ATM/ATP7B/BMP2/BMP7/BMPR1A/BRAF/BTBD7/CACNB4/CCND1/CDKN2A/CEBPA/CLDN1/COA5/CRIP1/CRKL/CSNK2A2/CUL3/DAG1/DDR1/DNAAF1/E2F7/EPHB3/ERRFI1/ESRP2/ETV5/FADD/FKBP4/FOXA1/FOXC1/FRS2/GATA2/GLI3/HMGA2/HOXA5/HOXB9/HSPA12A/ID2/INHBB/JAK2/JARID2/KRAS/LAMA5/LBH/MAD1L1/MESP1/MPST/MYB/NCOA1/NCOR2/NF1/NFIB/NOTCH1/NRG1/NRG3/OTC/PAX6/PDGFA/PKD2/PLXNA1/PML/PPARA/PPDPF/PSAP/PTCH1/PTF1A/RAP1GAP/RCBTB2/RELA/RPS15/SALL1/SIX4/SMAD4/SMARCB1/SMARCC1/SP3/SRD5A1/SRP54/SRSF5/STAT5B/SULF2/UBE3A/USF2/WNT3/WNT4",92
"GO:0050803","regulation of synapse structure or activity","70/2806","329/18860",0.212765957446809,1.43006627136379,3.28999652229418,0.00105586430418851,0.0377129885590153,0.0340426342533099,"ABI2/ADGRB2/ADGRB3/AGAP1/AGO2/AKT1/AMIGO3/ARF4/ARHGAP12/ASIC1/BDNF/C1QL1/C1QL3/CAMK2B/CAPRIN1/CARMIL3/CC2D1A/CDC42/CDK5R1/CFL1/CHMP2B/CNTNAP1/CRIPT/CRTAC1/CTNNA2/CUX2/DAG1/DCTN1/DISC1/EPHB2/EPHB3/ETV5/FARP1/GNA13/IL10RA/KIF1A/LRFN1/LRFN4/LRFN5/LRP8/MAPRE3/MDGA1/MEF2C/MRTFB/NAE1/NCKIPSD/NEDD4/NF1/NRCAM/NTRK2/PAFAH1B1/PRKCA/RAC1/RHOA/RHOG/RTN4RL2/S1PR2/SETD5/SIPA1L1/SIX4/SLIT1/SLITRK4/SRCIN1/SRGAP1/STAU2/STRN4/TANC1/TANC2/TUBB/ZDHHC17",70
"GO:0090224","regulation of spindle organization","16/2806","48/18860",0.333333333333333,2.24043715846995,3.59740584035252,0.00108152061568973,0.0384034688799299,0.0346659147177372,"CCSAP/CHMP2B/CHMP5/CHMP7/DCTN1/DYNC1H1/FSD1/GNAI1/GPSM2/HNRNPU/NUMA1/NUP62/PARP3/RAE1/RCC1/RNF4",16
"GO:0060236","regulation of mitotic spindle organization","15/2806","44/18860",0.340909090909091,2.29135618479881,3.58525679193405,0.00118282724032613,0.0417565523445363,0.0376926648737953,"CCSAP/CHMP2B/CHMP5/CHMP7/DCTN1/DYNC1H1/FSD1/GNAI1/GPSM2/HNRNPU/NUMA1/NUP62/PARP3/RAE1/RCC1",15
"GO:1905818","regulation of chromosome separation","22/2806","76/18860",0.289473684210526,1.94564279551337,3.45343597509399,0.00122539675585813,0.0430093011651479,0.0388234919851129,"ANAPC11/APC/ATM/BUB3/CCNB1/CENPF/CHFR/CSNK2A2/CUL3/GEN1/HASPIN/KLHL22/KNL1/MAD1L1/NCAPD3/NCAPH/NSMCE2/NUMA1/PLSCR1/SKA1/SMC4/SPDL1",22
"GO:0099175","regulation of postsynapse organization","36/2806","146/18860",0.246575342465753,1.65730967886818,3.3333021075533,0.00125781737027339,0.0438934889212647,0.0396216276286362,"ABI2/AKT1/ARF4/ARHGAP12/ASIC1/CAMK2B/CAPRIN1/CARMIL3/CC2D1A/CDC42/CDK5R1/CFL1/CHMP2B/CRIPT/CUX2/DISC1/EPHB2/GNA13/KIF1A/LRFN1/LRFN4/LRP8/MAPRE3/NAE1/NCKIPSD/NF1/NRCAM/PAFAH1B1/RAC1/RHOG/S1PR2/SIPA1L1/SRCIN1/STAU2/TANC1/TANC2",36
"GO:0045664","regulation of neuron differentiation","46/2806","199/18860",0.231155778894472,1.55366998929072,3.28262747414292,0.0012874900006402,0.0444802645619789,0.0401512962995326,"ADRA2C/BEND6/BMP2/BMP7/BNIP2/CDK5R1/CDON/CYB5D2/DIXDC1/DLX2/DUOXA1/EIF4ENIF1/ETV5/FEZF2/FOXA1/FOXO3/FUOM/GATA2/GDPD5/GLI3/HEY2/ID2/MEF2C/MEIS1/MIB1/MMD2/MYCL/NCOA1/NEUROD1/NGF/NOTCH1/NRCAM/NREP/PAX6/PTBP1/RAC1/RAP1GAP/RHOA/SLC6A4/SOX11/TCF3/TCF4/TIAM1/TRIM32/YWHAH/ZEB1",46
"GO:0015980","energy derivation by oxidation of organic compounds","88/2806","434/18860",0.202764976958525,1.36284656644255,3.19715641171443,0.001289283030782,0.0444802645619789,0.0401512962995326,"ACO2/ACTN3/ADPGK/AIFM2/AKT1/AKT2/ANTKMT/ATP5F1C/ATP5F1D/ATP5MG/BCKDK/BID/CCNB1/CDK1/CISD1/COQ10B/COX6C/COX8C/DYRK2/ENO2/ENO3/ETFDH/FKRP/FOXK1/FOXK2/GAA/GPI/GRB10/IDH3A/IDH3G/IFNAR1/ISCU/KHK/LDHA/MFSD8/MLST8/MT3/MTCH2/MTFR1/NDUFA11/NDUFA3/NDUFA8/NDUFA9/NDUFB10/NDUFB2/NDUFB4/NDUFB7/NDUFS7/NDUFS8/NHLRC1/NOS2/NR4A3/OGDHL/OPN3/OXA1L/PDHB/PDK2/PFKM/PFKP/PGAM1/PHKA1/PHKB/PHKG2/PHLDA2/PINK1/PLEC/PPARA/PPP1CB/PRELID1/PYGB/PYGL/RAN/RHOA/SCO2/SDHA/SDHAF4/SDHD/SLC25A51/TIGAR/TMEM135/TRAP1/UQCC2/UQCR10/UQCR11/WDR45/WDR45B/WIPI2/ZBTB20",88
"GO:0016072","rRNA metabolic process","59/2806","270/18860",0.218518518518519,1.46873102610808,3.24322756574291,0.00129768055777244,0.0445170415073121,0.0401844939894207,"BOP1/BRF1/BYSL/CDKN2A/CHD7/DDX10/DDX11/DHX37/DKC1/ERCC2/ERCC6/EXOSC2/EXOSC6/EXOSC8/FTSJ3/GEMIN4/GTF2H5/GTF3A/IMP3/KRI1/MAK16/MAPT/MPHOSPH10/MYG1/NAF1/NAT10/NCL/NOL7/NOLC1/NOP56/POLR1A/POP4/POP7/PPAN/PRKDC/PWP1/PWP2/RBFA/RPL5/RPP38/RPS15/RPUSD1/RRP1/RRP1B/SART1/SIRT7/SMARCA4/SMARCB1/SPIN1/SUV39H1/TAF1B/TOP1/USP36/UTP18/UTP20/UTP4/WDR18/WDR43/YTHDF2",59
"GO:0098917","retrograde trans-synaptic signaling","6/2806","10/18860",0.6,4.0327868852459,4.01049288690627,0.00131870314627086,0.0446097027842761,0.0402681371606902,"ABHD6/CNR1/DAG1/DAGLA/FARP1/TENM2",6
"GO:0030705","cytoskeleton-dependent intracellular transport","48/2806","210/18860",0.228571428571429,1.53629976580796,3.26730269428981,0.00132005447456106,0.0446097027842761,0.0402681371606902,"ACTN4/AP3B1/BAG3/CAMSAP3/CDC42/CLIP3/COPG1/COPG2/DAW1/DYNC1H1/DYNC2I1/DYNLL1/F8A3/FUZ/HNRNPU/HOOK1/HOOK3/IFT122/IFT80/IFT81/KIF17/KIF1A/KIF1B/KIF1C/KXD1/LCA5L/MAP6/MAPK8IP3/MAPT/MYO10/MYO1C/MYO5C/NDEL1/OPA1/PAFAH1B1/RASGRP1/RPGR/SPAST/SPG7/SSNA1/SSX2IP/STAU2/TANC2/TMEM108/TRAF3IP1/TUBB/UBB/UXT",48
"GO:0006289","nucleotide-excision repair","24/2806","86/18860",0.27906976744186,1.87571483034693,3.40286764705198,0.00132242201929672,0.0446097027842761,0.0402681371606902,"ACTB/ARID1B/BCL7A/DPF2/ERCC2/ERCC4/ERCC6/FAN1/FANCC/GTF2H5/KAT7/LIG4/OGG1/POLD3/RAD23B/RBX1/RNF111/RPA1/SMARCA4/SMARCB1/SMARCC1/SMARCD3/USP45/UVSSA",24
"GO:0061640","cytoskeleton-dependent cytokinesis","32/2806","126/18860",0.253968253968254,1.70699973978662,3.32890041146335,0.00135827565332574,0.045566020812121,0.0411313831164125,"ANLN/APC/ARF1/CENPA/CEP55/CFL1/CHMP2B/CHMP5/CHMP7/CKAP2/CNTROB/EFHC1/EXOC6/IQGAP2/LUZP1/MYH10/NOX5/NUP62/PDCD6IP/PLEC/RASA1/RHOA/SEPTIN2/SEPTIN3/SEPTIN8/SEPTIN9/SPART/SPAST/SPIRE2/SPTBN1/WASHC5/ZFYVE19",32
"GO:0060996","dendritic spine development","26/2806","96/18860",0.270833333333333,1.82035519125683,3.36888642074795,0.00137672550341071,0.0457815406453545,0.0413259278379379,"ABI2/ARF4/CAMK2B/CAPRIN1/CDC42/CDK5R1/CFL1/CUX2/DIP2A/DISC1/DLG4/EPHB2/EPHB3/FMR1/FOXO6/FSTL4/KIF1A/LRP8/MAPRE3/MEF2C/PAFAH1B1/RAC1/SIPA1L1/SRCIN1/STAU2/TANC2",26
"GO:0090630","activation of GTPase activity","10/2806","24/18860",0.416666666666667,2.80054644808743,3.69000660430363,0.00137977963407442,0.0457815406453545,0.0413259278379379,"APC2/ARHGAP42/CCDC125/MTSS2/PIP5K1A/RALGAPA2/RALGAPB/RASGRP1/RHOG/SIPA1L1",10
"GO:0042770","signal transduction in response to DNA damage","46/2806","200/18860",0.23,1.54590163934426,3.24477891261104,0.00143564616203398,0.0471202351128126,0.0425343360780138,"ABRAXAS1/ATM/BABAM2/BID/BRD4/BRSK1/CASP2/CCND1/CDC14B/CDC5L/CDK1/CDKN2A/CEP63/CLOCK/DTL/DYRK1A/E2F1/E2F7/ERCC6/FOXN3/FOXO3/FOXO4/FZR1/GADD45A/GTSE1/H2AX/INTS7/MRNIP/NDRG1/NPM1/PAXIP1/PLK3/PML/PPM1D/PRKDC/PTTG1IP/RAD9A/RBX1/TAOK1/TAOK2/TELO2/TRIM39/TWIST1/USP10/WAC/ZNHIT1",46
"GO:0098727","maintenance of cell number","46/2806","200/18860",0.23,1.54590163934426,3.24477891261104,0.00143564616203398,0.0471202351128126,0.0425343360780138,"ACTB/ARID4A/ASCL2/BCL7A/BICRA/BMP7/BMPR1A/BRAF/CDC73/CDKN2A/CTR9/DPF2/EIF4ENIF1/FOXO3/GATA2/HMGA2/HOOK3/ING1/ING2/KDM3A/KDM4C/KIT/KLF4/LBH/LIF/LIG4/MED15/MED28/NFIB/NOTCH1/RBBP7/RTF1/SAP30/SETD6/SKI/SMARCA4/SMARCB1/SMARCC1/SMC5/SRRT/SS18/SUDS3/TAF5L/TEAD4/TRIM8/WDR43",46
"GO:1902806","regulation of cell cycle G1/S phase transition","47/2806","206/18860",0.228155339805825,1.53350310361292,3.21881568171699,0.00153174048483148,0.0497889687351819,0.0449433396096131,"ACTB/AKT1/APC/ARID1B/BCL7A/BID/CACNB4/CCND1/CCND3/CCNE2/CCNH/CDC6/CDC73/CDK10/CDK2AP2/CDKN2A/CDKN2C/CPSF3/DACT1/DDRGK1/DDX3X/DPF2/E2F1/E2F7/FBXO7/FHL1/ID2/INHBA/KLF4/MEPCE/PKD2/PLK3/PRKDC/PRMT2/RASSF1/RBL2/SENP2/SMARCA4/SMARCB1/SMARCC1/SMARCD3/TCF3/TFDP1/TMEM14B/TRIM39/UBE2E2/WAC",47
"GO:1903322","positive regulation of protein modification by small protein conjugation or removal","33/2806","132/18860",0.25,1.68032786885246,3.27922382939284,0.0015333559211922,0.0497889687351819,0.0449433396096131,"CDC14B/CDKN2A/CHFR/CUL3/DCUN1D2/DCUN1D4/DDX3X/DNAJA3/FZR1/NGF/NHLRC1/NOD2/NPM1/PAXIP1/PHF23/PIAS1/PIAS4/PINK1/PTTG1IP/RASSF1/RASSF5/RBX1/RIPK2/RNF111/SAE1/SENP2/SPRTN/SPSB4/STUB1/TNIP1/UBA2/UBB/UBE3A",33
